Company ID,Sector,Location,2019*,2018,2017,2016,2015
5928-4525-5859-43,I,2262,"13,948","18,862","18,886","19,267","19,558"
5931-9718-6657-00,I,8639,"39,988","40,774","50,095","51,105","51,877"
5935-7637-4430-00,I,2238,0,"18,094","15,486","15,798","16,037"
5951-0703-7253-07,T,1648,"18,749,935","17,835,622","20,398,246",0,"19,867,335"
5959-5653-2270-00,T,4601,"14,756,244","14,060,866","13,588,106","13,414,334","13,234,445"
5961-7372-8939-72,I,6449,"7,758","8,684","9,236","9,422","9,565"
5963-0124-1278-52,I,3602,"4,984","5,078","5,952","6,072","6,164"
5963-2809-8205-88,E,6484,0,0,"22,409","22,769","23,394"
5968-7707-6688-72,I,2543,"166,579","195,512","95,989","97,924","99,404"
5981-9567-4267-70,E,6465,"18,684","18,441","16,499","16,764","17,224"
5989-1414-5117-78,E,2506,"16,250",0,0,0,0
6012-1458-3232-31,I,5227,"14,360","15,436","20,730","21,148","21,468"
6012-4892-4508-76,I,8287,"1,796,878","1,853,456","1,906,257","1,944,690","1,974,076"
6016-2309-6416-11,I,2822,"1,543","13,946","48,353","49,328","50,073"
6018-6002-1770-95,I,7156,"124,677","135,798","135,306","138,034","140,120"
6019-6336-9222-61,I,5650,"45,138","50,526","53,928","55,015","55,847"
6020-8566-7184-38,I,2203,"120,371","152,073","146,513","149,467","151,726"
6021-0401-3423-72,I,3108,"7,700","4,505","3,840","3,917","3,977"
6024-4372-5990-00,I,1618,"12,970","15,287","15,019","15,322","15,553"
6027-0164-1220-00,I,2530,"101,256","108,136","102,725","104,796",0
6028-4347-8696-20,I,8160,0,0,0,0,0
6028-5129-4970-00,I,2831,"14,679","14,432","13,897","14,177","14,391"
6028-6589-9710-00,I,3391,"10,176","9,840","12,666","12,921","13,117"
6030-1705-4793-60,I,2245,"31,630","34,531","33,536",0,"34,729"
6030-3118-6680-00,I,2223,"23,264","26,176","22,264","22,713","23,056"
6032-0870-6350-00,I,1680,"45,845","50,343","51,153","52,184","52,973"
6038-9343-9800-00,E,6409,"53,676","24,989","25,526","25,936","26,648"
6041-5778-7360-00,E,6520,0,0,0,0,0
6052-2544-5410-00,W,6479,"267,942","279,080","315,179",0,"325,207"
6056-3558-3790-00,T,2208,0,0,0,0,0
6060-6775-9975-27,I,2581,"150,022","118,883","220,720","225,170","228,573"
6061-8994-1740-00,T,2289,0,0,0,0,0
6076-6634-3616-70,E,6460,"9,760",0,"9,616","9,770",0
6102-6885-2327-67,O,2697,0,0,"4,035","4,100","4,163"
6104-9663-2778-98,T,7372,"6,548",0,0,0,0
6121-3239-1860-00,I,7342,"7,583","5,145","6,172","6,296","6,392"
6124-4818-5331-07,I,2841,"6,803","7,155","7,263","7,409",0
6124-7301-4390-00,I,6496,"5,128","6,219","7,706",0,"7,980"
6125-9882-5301-77,I,1662,"11,833","11,892","13,322","13,591","13,796"
6127-0433-8490-00,I,8262,"14,115","15,365","15,641","15,956","16,197"
6127-1194-7350-00,I,2222,"10,261","9,258","13,248","13,515","13,719"
6127-4418-0410-00,I,2503,"61,853","62,630","56,949","58,097","58,975"
6128-5634-4460-00,I,2593,"31,944","31,639","27,759","28,319","28,747"
6129-3542-0998-11,E,8629,0,0,0,0,0
6129-4371-5960-00,I,2508,"7,071","7,633","9,285","9,472","9,615"
6129-6731-2880-00,I,2287,"59,315","63,662","60,229","61,443","62,372"
6141-4242-1364-35,T,5296,0,"176,334","179,400","177,106","174,731"
6161-9246-7472-03,I,7357,0,0,0,0,0
6169-2365-1709-43,I,3531,"4,952","5,343","5,105","5,208","5,287"
6172-4919-7957-35,I,3329,"125,335",0,0,0,0
6198-0842-9754-56,T,7352,"355,442","464,112","430,934","425,423",0
6215-4469-0900-12,I,1618,"279,294","195,127","293,423","299,339","303,862"
6220-2555-3940-00,I,1679,"6,049","2,717","3,579","3,651","3,706"
6221-7272-6827-26,I,2236,"614,549","667,486","702,978","717,151","727,988"
6223-8887-4220-00,I,4699,0,0,"2,697","2,751","2,793"
6225-0198-6990-00,I,5221,"64,715","45,409","44,982","45,889","46,582"
6225-3293-5590-00,I,8617,"6,027","6,380","6,523","6,655","6,755"
6225-8026-7330-00,I,1536,"5,651","6,061","5,733","5,849","5,937"
6229-5035-6278-73,E,2541,"1,619,813","1,812,203","1,811,336","1,840,409","1,890,924"
6231-6953-6510-00,I,1528,"5,752","6,252","6,362","6,490",0
6232-5782-4821-93,E,7338,"1,508,284","999,553",0,"1,064,720","1,093,943"
6232-7891-3980-00,I,2673,"12,645","5,918","6,249","6,375","6,471"
6242-8935-0949-60,W,3602,"28,991","33,574","35,451","36,024","36,579"
6245-0089-0340-00,E,7182,"18,904","15,168","12,383","12,582","12,927"
6258-7503-9762-60,I,2505,"6,216","6,407","6,601","6,734","6,836"
6322-1692-5354-84,I,2618,"4,889","5,043",0,"6,364","6,460"
6323-5498-0840-00,I,6425,"5,483","6,084","6,565",0,"6,799"
6325-3410-1126-37,I,6454,"13,847","14,449","14,891","15,191","15,421"
6326-8872-6170-00,I,4607,"17,722","18,047","17,221","17,568",0
6328-8780-9087-17,I,3670,"38,460","39,139","24,178","24,665","25,038"
6332-9482-2880-00,I,2635,0,0,0,0,0
6349-2057-4060-00,W,3341,0,0,0,0,0
6359-7154-4378-36,I,6448,0,0,0,0,0
6371-8793-6489-65,I,2537,"7,718","8,777",0,0,0
6385-8317-9637-72,E,3257,"4,979",0,0,0,0
6416-1305-4679-99,I,1595,0,0,0,0,0
6416-2065-0856-17,I,2637,198,104,18,18,19
6417-5191-3257-05,I,3674,"213,421",0,"429,923","438,591","445,218"
6422-9569-8035-03,I,2657,"6,845","7,895","6,486","6,617","6,717"
6424-3056-3910-00,I,3642,"53,397","55,300","55,078","56,188","57,038"
6426-2704-8138-54,I,2256,"14,264","14,285","12,821","13,079","13,277"
6426-5398-2690-00,I,2648,0,0,0,0,0
6428-2976-3600-00,I,2596,"53,897","61,325",0,"74,468",0
6430-9400-4344-03,I,2292,0,0,0,0,0
6431-1939-8130-00,I,3625,"582,001","547,753","466,591","475,998","483,191"
6431-6709-5700-00,I,4280,0,0,0,0,0
6441-2410-7781-43,W,5629,0,"806,347","817,285","830,487","843,289"
6464-0196-7381-77,I,2656,0,0,0,0,0
6520-4377-3892-51,I,2668,"15,170","11,651","12,066","12,309","12,495"
6521-2411-1280-00,I,7377,"17,886",0,"15,924","16,245",0
6522-5498-5477-57,I,6428,"3,423","3,326","2,912","2,971","3,016"
6525-0557-3880-00,I,3603,"151,038","158,323",0,"192,730","195,642"
6528-7592-9800-00,I,3673,"8,003","6,074","7,075","7,218","7,327"
6530-3630-5060-00,I,5363,"7,569","7,591","6,201","6,326","6,422"
6531-1322-2020-00,I,2136,"7,500","5,602","20,010","20,413","20,722"
6531-5063-5121-42,I,4617,0,0,"8,710","8,886","9,020"
6538-1638-8821-54,W,2221,"284,853","315,022","273,727","278,149","282,436"
6545-7988-2160-00,W,2234,"40,849","69,826","92,372","93,864","95,311"
6546-0827-1270-00,W,6401,"2,444,295","1,029,906","927,747","942,733","957,266"
6558-8450-4254-72,I,2164,"4,790","5,338","1,144",0,"1,185"
6571-3638-5716-23,E,3231,588,"69,907","56,051","56,951","58,514"
6574-6038-6370-00,O,2876,"1,271,326","1,114,117","882,549","896,805","910,630"
6581-1174-1942-51,E,1561,"55,566","33,889","21,781","22,131","22,738"
6583-3229-8643-59,E,6482,"8,186","7,343","8,643","8,782","9,023"
6595-8028-2910-67,O,2637,"29,838","36,920","36,105","36,688","37,254"
6598-2252-3939-42,O,2867,0,0,0,0,0
6610-4527-1594-18,I,2264,"330,348","340,219","316,137","322,511","327,384"
6622-4634-0430-37,E,2206,"5,202,297","5,602,652","6,751,136","6,859,497","7,047,772"
6627-8886-4550-00,I,3571,"4,055","4,513","5,204","5,309","5,389"
6631-1181-9120-00,I,5316,"58,924","56,306","60,987","62,217","63,157"
6633-1882-2877-13,I,2204,"5,030","4,933","4,914","5,013","5,089"
6636-3262-9460-00,I,2276,0,0,0,0,0
6643-2228-3090-00,W,2236,"446,062",0,"590,642","600,183","609,435"
6663-7210-1222-88,I,7370,0,0,0,0,0
6666-6728-7760-13,E,7345,0,0,0,0,0
6667-2947-9720-56,I,6501,0,"9,813","15,274","15,582","15,817"
6670-5793-6346-22,I,2602,0,0,0,0,0
6676-1982-5063-37,E,2291,"54,694","23,114","23,975","24,360","25,028"
6681-2228-4562-60,E,7385,"7,025",0,0,0,0
6682-5286-2456-88,E,6463,"10,096","12,133","10,751","10,924",0
6719-6680-4376-91,I,2265,"60,020","51,892","53,877","54,963","55,794"
6719-9498-0720-00,I,2207,"16,623",0,"19,941",0,"20,650"
6723-6076-9409-46,I,6407,0,0,0,0,0
6723-7413-8632-07,I,8427,"15,691",0,"19,135","19,521","19,816"
6725-4082-8686-11,I,2574,"11,180","10,426","19,049","19,433","19,727"
6725-8951-6330-00,I,6471,0,0,0,0,0
6725-9109-7730-00,I,3653,"13,882",0,"10,191","10,396","10,554"
6726-3713-4980-00,I,7195,"58,969","65,572",0,"69,760","70,814"
6728-7006-9730-00,I,2698,0,"31,391","36,713","37,453","38,019"
6730-5524-2549-31,I,6482,"36,958","36,322","39,218","40,009","40,613"
6732-0760-9580-00,I,6429,"1,039,373","1,062,136","1,140,726","1,163,725","1,181,310"
6733-5062-3370-00,I,1686,"10,608","10,489","10,497","10,709","10,870"
6733-5194-7590-00,I,8187,"13,307",0,"17,945","18,307","18,583"
6734-3002-0660-00,I,9581,"162,044","160,874","194,378","198,297","201,293"
6734-5407-2000-00,I,2570,"12,817","11,793","14,632","14,927","15,153"
6740-9408-1550-00,W,5639,0,0,0,0,0
6742-7183-8940-00,E,6423,0,0,0,0,0
6743-0134-4760-00,E,6402,"53,767","47,729","47,573","48,337","49,663"
6747-9190-7830-00,W,8687,0,0,0,0,0
6748-5837-0490-00,W,6464,"426,558","416,219",0,"257,268","261,234"
6760-6474-3774-96,I,2679,"47,656","43,650","65,731","67,056","68,070"
6761-8403-9008-35,I,2525,"7,782","6,673",0,"9,612","9,757"
6772-3039-5845-44,I,3688,"1,256",234,0,234,237
6774-1199-5543-74,E,6472,"1,887","2,932","3,258",0,"3,401"
6777-0142-4618-24,E,7325,0,0,0,0,0
6781-7762-6421-02,E,6417,"93,137",0,0,0,0
6818-9281-9379-19,I,2217,"110,995","107,850","131,155",0,"135,821"
6822-2441-8093-62,I,2637,"433,268","395,216","395,081","403,047",0
6823-1205-1775-50,I,6431,0,0,0,0,0
6823-4641-7247-54,I,2660,"1,827",0,"4,781","4,877","4,951"
6826-0276-1908-32,I,2518,"11,120","6,299",0,0,0
6827-4724-8358-29,I,1550,"37,753","33,668","36,722","37,462","38,028"
6827-8786-6160-00,I,6639,"107,085","99,295","122,326","124,792","126,678"
6828-2151-7047-98,I,2215,"89,585","108,731","123,968","126,467","128,378"
6828-2785-6250-00,I,3588,"33,347","31,070","25,415","25,927","26,319"
6829-3564-3130-00,I,4327,"16,064","17,099","18,799","19,178","19,468"
6832-3571-2500-00,I,3308,"14,059","14,862","15,514","15,827","16,066"
6838-2427-2920-11,W,2600,"100,835","113,823","114,808","116,663","118,461"
6862-3444-7930-76,I,5860,"4,839",0,"5,379","5,487","5,570"
6868-2718-2080-99,E,6415,0,0,0,0,0
6872-5958-5399-69,I,2525,"8,680","3,878","4,295",0,"4,448"
6872-9208-7141-89,E,6463,"23,090",0,"11,214","11,394","11,707"
6878-9903-5810-82,E,7357,"127,380","100,777","68,754","69,858","71,775"
6902-1559-6750-54,T,6418,"3,676","26,757","56,506","55,783","55,035"
6914-5621-2797-38,I,2614,"2,483","4,202","5,895","6,014","6,105"
6922-0168-8841-72,I,4260,0,"99,929","109,063","111,262","112,943"
6922-4274-7540-00,I,3396,"14,024","13,260","13,785","14,063","14,275"
6922-4491-0466-17,I,8682,"13,048","10,941","16,396","16,727","16,979"
6922-9841-3976-82,I,3519,"16,618","17,332","15,939",0,"16,506"
6924-3562-7872-91,E,3157,"9,862","3,694,371",0,"7,039,650","7,232,870"
6924-9198-0994-52,I,8668,"30,145","31,026","31,525","32,161","32,647"
6926-8235-2340-00,I,2526,"5,831",0,0,0,0
6927-9864-6890-00,I,3695,0,0,0,0,0
6929-2152-2660-00,I,3388,"76,852","82,715","84,459",0,"87,464"
6933-5732-3030-00,I,2658,0,0,0,0,0
6951-6788-5860-00,T,8697,"4,850,917","4,720,478",0,"4,917,485","4,851,540"
6961-7595-6030-92,I,6455,"6,530","6,825","7,166","7,310","7,421"
6972-5212-9528-29,I,8610,"4,382",7,0,0,0
6973-1744-3224-73,I,6446,"9,270",0,0,0,0
6981-1627-3211-75,E,6410,"11,064",0,0,"1,151","1,183"
7018-1826-0342-47,I,3505,"4,681","4,634","4,607","4,700","4,771"
7020-8739-5956-44,I,6499,"6,443","1,347",0,"3,329","3,379"
7021-2299-0554-07,I,8254,"3,273","16,350","9,323","9,511","9,655"
7023-5578-5737-67,I,2655,"30,677","32,471","36,695","37,435","38,001"
7023-7551-5355-81,I,2802,"16,037","16,640","12,726","12,983","13,179"
7024-6215-4860-00,I,2588,"6,164","5,214","5,887","6,006","6,096"
7026-1232-2730-00,I,2626,"86,471","80,777","74,325","75,824","76,969"
7026-2879-5060-00,I,2640,0,0,"1,888","1,926","1,955"
7027-4104-8060-00,I,2267,"27,241",0,"29,732","30,331","30,790"
7028-4388-4190-00,I,3185,"174,133","156,227","111,806","114,060","115,784"
7031-9038-6130-00,I,6410,"54,428","60,206","49,980","50,988","51,758"
7052-2800-4780-00,W,5656,"1,018,714",0,"1,360,616","1,382,595","1,403,908"
7052-2979-2970-00,T,6492,0,"1,997,905","2,035,465","2,009,434","1,982,487"
7061-7358-7986-40,I,2596,"13,108","12,307","7,784","7,941","8,061"
7067-0464-5064-61,E,3662,0,"30,643","29,317","29,788","30,605"
7080-3804-2168-78,E,6429,"8,049",0,"17,723","18,007","18,502"
7096-4853-5433-70,T,6414,0,0,241,238,235
7111-6570-0459-67,I,5645,"6,484","6,830","7,259","7,405","7,517"
7118-3492-6200-92,I,5376,"468,174","442,963","511,481","521,793","529,678"
7118-7749-9393-84,I,2234,"9,313","5,258",0,0,0
7119-5158-1173-90,I,4682,"64,999","56,200","173,193","176,685","179,355"
7120-9421-3643-46,I,5338,"171,254","189,316","181,835","185,501","188,304"
7126-4048-9947-91,I,2814,"12,586","12,817","13,450","13,721","13,929"
7126-4172-0260-00,I,7182,"6,622","7,494","7,133",0,"7,387"
7128-1059-3385-31,I,1659,"12,040","14,370","22,561","23,016","23,364"
7130-1459-5550-00,I,5607,"16,272","13,389","18,228","18,596","18,877"
7131-9626-2994-33,I,2257,"19,098","21,022","19,943","20,345","20,653"
7146-0948-7080-00,W,3165,"161,879","221,821","211,827","215,249","218,567"
7157-9129-0633-70,I,1648,"8,532","7,434","8,109","8,272","8,397"
7171-4692-8766-62,I,9583,"10,951",0,0,0,0
7191-1308-0783-93,W,2659,0,0,"354,994",0,"366,289"
7204-7364-4453-79,O,8165,0,650,501,509,517
7216-7695-3780-84,I,7110,"76,002","74,253","72,684","70,034","67,238"
7217-1690-5389-67,I,2671,"5,857","7,402","2,512","2,563","2,601"
7219-4917-0440-00,I,4688,"10,233",0,"11,314","11,542","11,717"
7222-0516-5732-14,I,8198,0,0,0,0,0
7223-9186-9096-29,I,3624,"6,892","6,646","7,226","7,372","7,483"
7224-2617-6590-00,I,6475,0,"58,677","56,954","58,102","58,980"
7224-2685-8220-00,I,2292,"7,292","8,198","8,231","8,397","8,524"
7224-8443-7470-00,I,7143,"15,034","14,319","14,806","15,105","15,333"
7225-2493-1530-00,I,6427,"187,935","155,222","182,038","185,708","188,514"
7229-9674-9810-00,I,2198,"67,268","66,928","67,238","68,594","69,630"
7231-7307-2220-52,E,1567,"25,209,019","26,732,756","25,459,813","25,868,463","26,578,485"
7231-8999-1050-00,I,2614,"5,441","4,662","3,704","3,779","3,836"
7232-2023-9531-22,E,2600,"8,359,733","8,357,132","8,145,311","8,276,050","8,503,206"
7244-2369-2226-05,W,2163,"226,327",0,0,"244,889","248,664"
7248-2916-0770-00,W,2876,0,0,0,0,0
7249-3214-5190-00,W,3611,"44,502","56,047","51,008","51,832","52,631"
7250-2356-4593-07,W,2631,"200,787","223,273","225,434","229,076","232,607"
7252-2045-5380-00,W,2806,0,0,0,0,0
7252-2718-4290-00,T,4650,"35,242","34,629","33,796","33,364","32,916"
7260-8491-2890-27,I,1673,0,"9,234","15,696",0,"16,254"
7264-7831-6819-79,I,7354,0,0,0,0,0
7265-7475-1030-61,I,6486,0,"10,539","11,382",0,"11,787"
7268-8326-3980-22,I,9514,0,0,0,0,0
7270-1003-6421-64,I,2877,"4,518","5,023","5,145",0,"5,328"
7272-6535-7230-30,I,3677,"9,522",0,0,0,0
7319-3345-2694-84,I,2862,"554,360",0,"1,392,785","1,420,866","1,442,336"
7319-6113-4767-89,I,2283,"935,968","809,007","679,239","692,934","703,404"
7322-1221-8719-96,I,6404,"6,212","5,636","6,281","6,408","6,504"
7322-2111-2378-08,I,3688,"20,889","22,802","26,247","26,776","27,181"
7323-5940-7800-00,I,5693,"7,442","8,685","9,452","9,643","9,788"
7324-4705-7218-24,I,2230,"74,446","231,026","333,836","340,567",0
7325-6172-1498-14,I,8241,"14,233","12,230","13,510",0,"13,991"
7326-0966-9722-63,I,3593,"9,309","10,567","9,831","10,029","10,181"
7327-6956-4479-46,E,6415,"3,398,165","3,061,251","3,495,453","3,551,558","3,649,039"
7330-0862-7190-00,I,8287,"32,849","35,757","39,073","39,861","40,463"
7330-1578-1510-00,I,3313,"8,425","4,779","1,757","1,792","1,820"
7332-0002-8426-00,E,2605,"332,237","1,814,554","1,608,407",0,"1,679,078"
7332-9118-6560-00,I,6431,"9,243","9,578",0,"12,709","12,901"
7335-3135-4550-00,E,2148,"5,884,208",0,0,"5,635,307","5,789,982"
7346-0598-5957-41,W,2264,"633,286","576,919","492,985","500,948","508,671"
7348-0330-1300-00,W,8668,"547,838","511,248","395,269","401,654","407,846"
7368-4859-1757-65,I,2607,"15,770","9,106","6,016","6,137","6,230"
7369-9892-9988-26,I,2507,"18,162","16,369","16,029","16,352","16,599"
7376-9155-8602-79,E,6484,"123,832",0,"45,260","45,986","47,249"
7380-3153-7553-02,E,3217,"4,600","4,175","4,512","4,584","4,710"
7381-4377-1612-99,E,7366,"10,248",0,0,0,0
7382-9715-4062-45,W,2815,"55,561",0,"123,278","125,269","127,200"
7415-3329-6635-85,I,2861,"140,652","112,326","118,485","120,874","122,700"
7416-1364-6259-52,I,2651,0,0,0,0,0
7421-2222-5375-02,I,2273,"3,371","19,003","23,298","23,768","24,127"
7421-5815-6905-07,I,2604,"457,148","510,572","866,306","883,772","897,127"
7424-4351-1971-48,I,3674,"9,410","10,560","11,754","11,991","12,172"
7424-4517-8440-00,I,2291,"17,044","14,584","13,274","13,542","13,746"
7425-7938-8100-00,I,3250,"7,132","7,930","8,178","8,343","8,469"
7426-6314-2980-00,I,2616,"6,693","6,032","7,712","7,867","7,986"
7429-1027-2187-63,I,5681,"9,008","9,575","9,601","9,795","9,943"
7432-1659-9926-75,W,6495,"419,247","321,350","320,126","325,297","330,312"
7435-5122-6200-00,I,2694,"11,322","8,782","8,687","8,862","8,996"
7439-5548-5050-00,E,2605,"18,639,618","17,522,700","17,448,148","17,728,205","18,214,798"
7444-3740-0186-86,W,3558,"210,072","239,616","123,391","125,384","127,317"
7451-8440-7860-00,W,8407,"299,590","346,844","403,173","409,686","416,001"
7466-0701-3109-12,I,2683,0,0,0,0,0
7473-5460-2821-64,E,7333,0,0,0,0,0
7495-1390-5310-67,T,8317,"590,178","512,680","497,282","490,922","484,339"
7517-5334-9257-44,I,2659,"10,964",0,"4,358","4,446","4,513"
7519-0557-9481-74,I,8285,"1,112,377","1,355,076","1,448,470","1,477,674","1,500,003"
7519-7546-2734-22,I,8241,"1,170,433","1,184,263","1,111,716","1,134,130","1,151,268"
7519-8880-7761-24,I,1534,"3,020",0,0,0,199
7522-5146-0195-98,I,3506,"122,802","115,527","74,314","75,812","76,958"
7525-1438-4818-34,I,2282,"7,752","7,724","7,817","7,975","8,095"
7526-3621-6350-00,I,2167,"19,810","18,248","20,464","20,877","21,192"
7527-0803-4270-00,I,8209,87,"5,391","13,418","13,689","13,895"
7528-1108-8182-49,I,6471,"5,131","1,955",0,0,"8,791"
7529-5708-9874-66,I,6436,"31,614","30,700","36,447","37,182","37,744"
7530-7048-4870-00,I,2626,"100,512","4,992","11,314","11,542","11,717"
7535-9206-5085-62,W,6485,"436,640","490,326","1,094,961","1,112,648","1,129,800"
7547-6296-5440-00,E,7356,0,"89,181","87,682",0,"91,535"
7557-4938-7835-55,I,2695,"6,351","7,074","8,119","8,283","8,408"
7561-0998-6923-03,I,6485,"17,281","18,278","18,946","19,328","19,620"
7562-8705-5208-66,E,6436,"16,105","29,811","25,066","25,468","26,167"
7579-7441-9912-21,E,2668,"171,875","109,689",0,0,0
7580-1275-6777-75,E,4666,"5,535","5,706",0,0,0
7605-7559-6750-54,T,6462,"7,694","385,334","836,493","825,795","814,721"
7612-6033-2083-14,I,2595,"27,522","31,802","19,566","19,960","20,262"
7618-0985-4826-49,I,3358,"320,348",0,"345,928","352,903","358,235"
7621-3081-1145-58,I,2660,"13,001","15,794","12,237","12,484","12,672"
7622-2967-4410-00,I,1597,"8,567","9,394","9,863","10,062",0
7623-4379-8088-09,E,3669,"272,694","168,048","248,152","252,135","259,055"
7623-4662-1100-00,I,6547,"7,491","8,151","8,616","8,790",0
7623-9802-0192-39,I,2611,"8,230","7,026","7,328","7,476","7,589"
7625-5391-3920-00,I,3658,"49,361","44,109","27,153","27,700","28,119"
7636-0779-7390-00,I,8301,"42,919","31,150","33,105","33,772","34,283"
7640-0185-8280-00,W,2280,0,0,0,0,0
7653-1757-9730-00,T,2131,"149,888","137,243",0,"123,767","122,107"
7663-0088-1998-15,I,8189,"4,815",0,"5,563","5,675","5,761"
7664-9827-4433-39,E,6462,"4,519","4,783","4,435","4,506","4,630"
7673-0248-8808-66,E,6562,0,0,0,0,0
7698-4752-7710-67,T,2677,0,"233,928","485,891","479,677","473,245"
7716-1891-7853-70,I,3395,"1,801,206","1,989,894","1,698,379","1,732,621","1,758,803"
7720-1740-6841-91,I,7170,0,"12,745","20,206","20,613","20,925"
7720-7599-9267-53,I,1590,"515,933","671,789","461,474","470,778","477,892"
7720-7877-0255-55,I,6407,0,580,0,0,0
7721-9985-2401-85,I,2553,"499,685","544,602","530,233","540,923","549,097"
7722-1693-7380-00,I,6611,0,0,"1,883","1,921","1,950"
7722-3390-3770-00,I,6405,"41,314",0,"54,524","55,623","56,464"
7723-0334-0460-00,I,7326,0,0,0,0,0
7724-0483-2670-00,I,2224,"6,744",0,"4,342","4,430","4,496"
7725-4266-9356-40,I,2610,"8,555","7,532",0,0,"7,965"
7725-4471-9326-12,I,2628,"15,894","16,084","17,938","18,300","18,576"
7725-4820-2260-00,I,6470,"5,503","5,510","2,338","2,385","2,421"
7726-3647-2810-00,I,9578,"2,971","6,335","10,919","11,139","11,307"
7727-8316-3040-00,I,2696,"4,777",0,"5,633",0,"5,833"
7745-2030-7090-00,W,1578,"249,350",0,"243,432","247,364","251,178"
7749-8606-7940-00,W,3305,0,0,0,0,0
7762-9259-4487-79,I,3107,"8,444","7,143","6,680","6,815","6,918"
7776-0276-3746-53,E,7393,0,"64,686","59,803","60,763","62,431"
7778-7814-0879-14,I,2236,"6,520",0,0,0,0
7779-0777-4199-69,E,2272,0,71,97,99,101
7780-9797-8732-62,E,6456,583,710,777,789,811
7812-8196-8303-28,I,2274,"9,009","7,551","3,472","3,542","3,596"
7814-8104-8871-02,I,3948,0,0,0,0,0
7818-1818-1100-66,I,7399,"136,564",0,"152,791","155,872","158,227"
7819-1352-8150-00,I,6554,"18,621","22,389","23,125","23,591","23,948"
7819-7669-6709-10,I,3656,0,0,0,0,"183,065"
7823-0603-4348-58,I,3288,975,0,0,0,0
7823-5098-0514-68,I,4315,"10,181","12,842","12,997","13,259","13,459"
7823-9369-6380-00,I,3572,"16,113","16,835","17,286","17,635","17,901"
7824-3017-5405-29,I,1501,"11,576","15,364","19,704","20,101","20,405"
7824-7265-8590-00,I,6405,"6,559","10,259","10,122","10,326","10,482"
7825-1155-2129-04,I,2244,"17,709","17,811","16,130","16,455","16,704"
7825-7424-9900-00,I,6469,0,0,233,238,241
7826-2655-1970-00,I,3576,0,0,0,0,0
7828-8959-5610-00,I,6492,"8,171","8,837","8,857","9,036","9,172"
7832-1334-0700-00,I,3501,"7,547",0,"7,664","7,819","7,937"
7833-2425-9810-00,I,8624,"27,888","39,530","26,170","26,698","27,101"
7835-1768-8740-00,I,6691,"10,583","9,465","6,444","6,574","6,673"
7835-4691-7920-00,I,6418,"198,932","214,640","280,789","286,450","290,779"
7842-3114-6800-00,W,2639,"281,188",0,"340,758","346,262","351,600"
7844-8373-6140-00,E,6452,0,0,0,0,0
7848-1312-3160-00,W,6491,"712,831","756,738","736,372","748,267","759,802"
7848-4660-1280-00,W,2133,"184,048","207,796","209,909","213,300","216,588"
7858-3702-7046-68,I,2277,"5,724","5,989","6,699","6,834","6,937"
7861-6339-0852-55,I,5349,0,0,0,0,0
7862-8313-3190-00,T,2671,"18,064,496","18,772,669","18,988,218","18,745,386","18,494,006"
7870-0900-7648-84,I,3538,"4,658","5,318",0,0,0
7879-7166-4425-35,E,3231,"80,365","72,588","68,026","69,118","71,015"
7897-2863-3857-19,O,1590,0,0,"53,204","54,063","54,897"
7920-4353-1936-65,I,5646,"38,589","20,524","27,010","27,555","27,971"
7923-9729-2519-04,I,3544,0,0,0,0,0
7924-0202-6270-00,I,5306,"11,073","11,021","12,233","12,480",0
7924-1926-0822-32,I,3274,"8,411",0,"5,677","5,791","5,879"
7925-8990-0793-02,I,3113,"15,083","14,948","17,816","18,175","18,450"
7925-9105-8210-00,I,5695,"12,712",0,"13,575",0,"14,058"
7926-3090-9680-00,I,1651,"13,240","11,719","13,500","13,772","13,980"
7926-5315-2770-00,I,2599,"13,567","12,508","11,147","11,372","11,544"
7928-2985-2310-00,I,5261,0,0,0,0,0
7945-8852-8570-00,W,2203,"470,084","326,037","62,526","63,536","64,515"
7951-0450-6840-00,W,6440,"162,554","186,920","319,355","324,514","329,516"
7965-6008-5633-39,I,3676,"4,665","4,543","5,702","5,817","5,905"
7966-4226-3225-97,I,2240,"3,954","4,658",0,"3,269",0
7967-9984-6256-57,I,6424,"31,550","20,306","18,153","18,519","18,799"
7971-0196-7525-20,I,2607,"216,697",0,0,0,0
7973-3060-0234-93,I,3514,0,0,0,0,0
7974-7709-7595-06,E,6474,0,0,0,0,0
7979-3458-9027-52,E,6467,"18,232","19,350","26,328","26,751","27,485"
7983-4134-0275-74,E,7359,"4,357","5,844",0,0,0
8005-1559-6750-54,T,6433,"959,642","181,675","516,442","509,837","503,000"
8015-2389-4870-43,I,2681,"3,824","3,221",0,"4,145","4,208"
8018-2697-7976-43,I,2644,"5,162","3,750","3,711","3,786","3,843"
8018-6922-5741-26,I,2621,0,0,0,0,0
8020-5613-7785-98,I,6434,"85,571","84,787","94,871","96,784","98,246"
8020-8559-3460-00,I,8267,"5,021","10,900","6,259","6,385","6,482"
8025-7676-9510-00,I,3188,"14,005","12,898","14,117","14,402","14,619"
8029-1625-5870-00,I,2219,"14,891","19,442","14,805","15,103","15,332"
8030-0606-8060-00,I,4306,0,0,0,0,0
8032-5701-6540-00,I,2267,"4,997","5,396","5,387","5,496","5,579"
8047-0211-5100-00,W,2223,"322,477","423,661","311,590","316,623","321,504"
8050-6499-0990-00,W,4284,0,0,0,0,0
8068-9385-5955-49,I,2693,0,0,0,0,0
8071-7804-8994-13,E,7365,0,0,0,0,0
